City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
251,boyolangu,-8.1181,111.8935,22.340000000000032,89,10,0.78,ID,1696164407
252,farafangana,-22.8167,47.8333,25.27000000000004,72,0,7.02,MG,1696164407
253,kurumkan,54.3,110.3,10.07000000000005,66,100,1.79,RU,1696164407
254,priozersk,61.0393,30.1291,13.939999999999998,38,100,6.81,RU,1696164379
255,aldinga beach,-35.2793,138.4604,12.900000000000034,85,0,3.78,AU,1696164408
256,port saint john's,-31.6229,29.5448,19.060000000000002,57,78,4.26,ZA,1696164026
257,hithadhoo,-0.6,73.0833,28.07000000000005,72,75,6.49,MV,1696164013
258,chandler,33.3062,-111.8412,22.129999999999995,48,0,2.06,US,1696164409
259,kearney,40.6995,-99.0815,20.950000000000045,71,0,6.69,US,1696164384
260,ancud,-41.8697,-73.8203,8.990000000000009,85,100,1.4,CL,1696164005
261,al qusayr,34.5091,36.5798,25.970000000000027,44,100,6.14,SY,1696164412
262,primero de enero,21.9469,-78.4283,29.140000000000043,74,6,2.58,CU,1696164412
263,ciudad lazaro cardenas,17.9583,-102.2,26.410000000000025,89,100,1.84,MX,1696164412
264,mount pearl,47.5166,-52.7813,16.090000000000032,74,40,6.17,CA,1696164070
265,guerrero negro,27.9769,-114.0611,18.350000000000023,78,2,3.96,MX,1696164412
266,carnarvon,-24.8667,113.6333,19.30000000000001,63,0,7.92,AU,1696164019
267,ebon,4.582,168.6964,28.430000000000007,75,10,3.54,MH,1696164413
268,puerto montt,-41.4698,-72.9447,6.460000000000036,100,100,2.06,CL,1696164413
269,tual,-5.6667,132.75,26.100000000000023,89,100,4.2,ID,1696164413
270,cannonvale,-20.2833,148.7,21.660000000000025,85,2,3.77,AU,1696164413
271,cadale,2.7603,46.3222,27.460000000000036,75,11,8.02,SO,1696164414
272,oranjemund,-28.55,16.4333,18.79000000000002,62,0,5.09,NA,1696164414
273,puerto colombia,10.9878,-74.9547,27.05000000000001,76,100,3.9,CO,1696164414
274,asekeyevo,53.5742,52.7972,17.77000000000004,46,9,3.58,RU,1696164414
275,monrovia,6.3005,-10.7969,28.870000000000005,72,100,2.32,LR,1696164415
276,porto novo,6.4965,2.6036,30.900000000000034,61,54,5.36,BJ,1696164049
277,nogliki,51.8333,143.1667,10.830000000000041,97,100,7.89,RU,1696164036
278,zdvinsk,54.7021,78.661,5.2900000000000205,48,7,1.35,RU,1696164415
279,atar,20.5169,-13.0499,32.03000000000003,29,100,7.2,MR,1696164416
280,gaspra,44.4333,34.1,22.660000000000025,56,82,0.24,UA,1696164416
281,dryden,49.7833,-92.7503,13.160000000000025,100,100,4.12,CA,1696164017
282,prince george,53.9166,-122.753,2.920000000000016,99,0,3.09,CA,1696164416
283,remire-montjoly,4.9167,-52.2667,31.02000000000004,66,75,3.6,GF,1696164416
284,baglung,28.2719,83.5898,20.920000000000016,95,5,1.22,NP,1696164417
285,zyryanovsk,49.7386,84.2719,9.57000000000005,70,51,0.95,KZ,1696164417
286,ibi,38.6253,-0.5723,29.640000000000043,23,9,2.44,ES,1696164417
287,banff,51.1762,-115.5698,1.2100000000000364,100,65,1.03,CA,1696164417
288,la passe,45.5549,-0.8967,29.129999999999995,41,56,1.46,FR,1696164056
289,kyren,51.6828,102.1408,6.640000000000043,92,100,3.58,RU,1696164418
290,fort st. john,56.2499,-120.8529,4.939999999999998,81,75,4.12,CA,1696164249
291,mermoz boabab,14.7065,-17.4758,31.310000000000002,74,20,3.09,SN,1696164376
292,san jose del guaviare,2.5729,-72.6459,24.510000000000048,95,100,1.66,CO,1696164043
293,puerto madero,14.7208,-92.4215,25.110000000000014,100,20,0.0,MX,1696164419
294,fuente del maestre,38.5266,-6.4478,33.19,18,4,2.9,ES,1696164419
295,lithgow,-33.4833,150.15,14.930000000000007,36,88,0.73,AU,1696164419
296,naze,28.3667,129.4833,25.510000000000048,77,67,6.38,JP,1696164419
297,gadzhiyevo,69.2551,33.3362,6.720000000000027,75,99,6.75,RU,1696164419
298,turtas,58.9417,69.1325,9.590000000000032,81,10,4.14,RU,1696164420
299,armacao de buzios,-22.7469,-41.8817,21.03000000000003,73,61,8.75,BR,1696164420
300,hilo,19.7297,-155.09,23.120000000000005,86,0,3.09,US,1696164069
301,kaoma,-14.7833,24.8,31.090000000000032,24,100,2.06,ZM,1696164420
